Footfall,ID
1383.99072266,3739412
1314.17443848,3739512
1291.8347168,3739612
1321.02270508,3739712
1337.0222168,3739812
1294.17797852,3739912
1325.04162598,3740012
1355.29333496,3740112
1432.81762695,3740212
1371.57067871,3740312
1347.00878906,3740412
1331.5748291,3740512
1345.46191406,3740612
1297.67443848,3740712
1277.8815918,3740812
1272.55541992,3740912
1335.05932617,3741012
1245.77893066,3741112
1326.48010254,3741212
1406.3046875,3741312
1435.22131348,3741412
1349.89001465,3741512
1364.56640625,3741612
1304.05334473,3741712
1367.34619141,3741812
1325.51000977,3741912
1313.24328613,3742012
1356.24499512,3742112
1432.7253418,3742212
1373.83789062,3742312
1373.85595703,3742412
1348.36975098,3742512
1379.38342285,3742612
1417.2800293,3742712
1440.22875977,3742812
1420.60888672,3742912
1423.75830078,3743012
1364.47766113,3743112
1342.4230957,3743212
1398.1418457,3743312
1462.59606934,3743412
1547.06030273,3743512
1452.51257324,3743612
1437.58679199,3743712
1450.74682617,3743812
1550.50549316,3743912
1572.61901855,3744012
1652.5435791,3744112
1488.87329102,3744212
1540.02319336,3744312
1574.12243652,3744412
1467.54382324,3744512
1418.22790527,3744612
1464.74707031,3744712
1405.16308594,3744812
1426.32885742,3744912
1423.07507324,3745012
1392.35388184,3745112
1446.94506836,3745212
1445.10070801,3745312
1446.47045898,3745412
1425.3067627,3745512
1388.30395508,3745612
1426.56323242,3745712
1475.32653809,3745812
1492.3215332,3745912
1584.56872559,3746012
1610.40966797,3746112
1548.45495605,3746212
1559.74328613,3746312
1597.82409668,3746412
1509.01049805,3746512
1517.88891602,3746612
1519.03063965,3746712
1568.06628418,3746812
1613.78027344,3746912
1508.77258301,3747012
1523.76916504,3747112
1510.12609863,3747212
1513.3894043,3747312
1419.36328125,3747412
1440.09899902,3747512
1454.76782227,3747612
1466.71472168,3747712
1424.97265625,3747812
1482.42211914,3747912
1607.02148438,3748012
1565.20166016,3748112
1554.33288574,3748212
1587.97070312,3748312
1493.63366699,3748412
1602.82446289,3748512
1661.88830566,3748612
1518.42138672,3748712
1487.85620117,3748812
1531.53820801,3748912
1469.66455078,3749012
1438.79724121,3749112
1512.93566895,3749212
1452.09399414,3749312
1399.96179199,3749412
1500.36999512,3749512
1462.44970703,3749612
1499.04016113,3749712
1437.33691406,3749812
1444.66479492,3749912
1461.16223145,3750012
1460.59216309,3750112
1439.39367676,3750212
1516.84472656,3750312
1417.3034668,3750412
1460.66479492,3750512
1420.07873535,3750612
1455.21374512,3750712
1470.70080566,3750812
1450.27819824,3750912
1374.87890625,3751012
1357.32592773,3751112
1359.6340332,3751212
1374.07897949,3751312
1401.63452148,3751412
1384.06628418,3751512
1374.58325195,3751612
1361.71606445,3751712
1340.86352539,3751812
1386.53564453,3751912
1340.03894043,3752012
1322.42016602,3752112
1323.62792969,3752212
1382.13330078,3752312
1330.35888672,3752412
1360.91101074,3752512
1299.36328125,3752612
1341.13757324,3752712
1336.17138672,3752812
1397.6373291,3752912
1412.77868652,3753012
1371.4576416,3753112
1334.75817871,3753212
1280.7166748,3753312
1291.67248535,3753412
1253.9206543,3753512
1255.62841797,3753612
1268.21911621,3753712
1257.68481445,3753812
1175.11889648,3753912
1232.83007812,3754012
1235.85571289,3754112
1182.3137207,3754212
1208.41064453,3754312
1202.11987305,3754412
1246.41882324,3754512
1272.22021484,3754612
1252.73913574,3754712
1231.26208496,3754812
1216.63916016,3754912
1172.82543945,3755012
1276.52429199,3755112
1262.46179199,3755212
1177.49963379,3755312
1126.44372559,3755412
1175.67248535,3755512
1117.82373047,3755612
1153.38049316,3755712
1210.8840332,3755812
1146.73962402,3755912
1232.125,3756012
1267.47619629,3756112
1229.10766602,3756212
1196.9465332,3756312
1154.55456543,3756412
1069.43737793,3756512
1188.15063477,3756612
1258.32617188,3756712
1192.20898438,3756812
1155.67834473,3756912
1153.31323242,3757012
1117.26794434,3757112
1192.92236328,3757212
1174.82019043,3757312
990.66973877,3757412
1012.79785156,3757512
1065.57507324,3757612
1107.8659668,3757712
1013.76678467,3757812
1095.45385742,3757912
1151.81298828,3758012
1094.09008789,3758112
1151.2253418,3758212
1102.07885742,3758312
968.35144043,3758412
1180.67712402,3758512
1137.67053223,3758612
1061.22692871,3758712
980.848449707,3758812
950.008422852,3758912
1077.50524902,3759012
1029.39453125,3759112
983.921875,3759212
1089.17333984,3759312
985.55078125,3759412
953.555114746,3759512
1006.51367188,3759612
932.618591309,3759712
977.546447754,3759812
1090.45947266,3759912
898.828125,3760012
885.598510742,3760112
915.278442383,3760212
835.25958252,3760312
877.132507324,3760412
1051.15478516,3760512
1017.55999756,3760612
1003.57928467,3760712
914.795776367,3760812
873.372497559,3760912
843.886230469,3761012
838.28527832,3761112
928.134033203,3761212
976.573364258,3761312
992.817138672,3761412
1013.09588623,3761512
1037.3482666,3761612
921.436279297,3761712
944.675048828,3761812
1092.21960449,3761912
1095.38146973,3762012
1106.68188477,3762112
920.35723877,3762212
957.624328613,3762312
995.283081055,3762412
1025.8157959,3762512
905.268005371,3762612
900.890258789,3762712
910.398925781,3762812
959.049499512,3762912
880.365539551,3763012
866.989990234,3763112
867.615478516,3763212
735.129089355,3763312
710.61114502,3763412
822.305786133,3763512
700.005310059,3763612
716.263061523,3763712
720.781799316,3763812
761.206542969,3763912
773.113769531,3764012
777.171691895,3764112
798.408447266,3764212
777.785339355,3764312
773.870239258,3764412
748.299987793,3764512
836.939147949,3764612
995.445495605,3764712
1019.01550293,3764812
1038.11035156,3764912
1042.97827148,3765012
993.761901855,3765112
998.359008789,3765212
954.760925293,3765312
868.867004395,3765412
947.059387207,3765512
989.825012207,3765612
965.27911377,3765712
862.297302246,3765812
926.664611816,3765912
836.786254883,3766012
894.297790527,3766112
854.347473145,3766212
826.615600586,3766312
789.434509277,3766412
919.148925781,3766512
955.674987793,3766612
976.990661621,3766712
906.127563477,3766812
834.273803711,3766912
893.892456055,3767012
878.645874023,3767112
815.97088623,3767212
809.992553711,3767312
834.798278809,3767412
823.594482422,3767512
945.974060059,3767612
956.473083496,3767712
965.33404541,3767812
913.369384766,3767912
954.044677734,3768012
906.461486816,3768112
924.535705566,3768212
916.27355957,3768312
891.47668457,3768412
997.715881348,3768512
857.452880859,3768612
902.684692383,3768712
930.334228516,3768812
929.32434082,3768912
892.054931641,3769012
880.039672852,3769112
881.555847168,3769212
938.899841309,3769312
942.96661377,3769412
1108.11865234,3769512
1138.90112305,3769612
1035.39733887,3769712
1021.92370605,3769812
955.477355957,3769912
874.719299316,3770012
964.216308594,3770112
937.903320312,3770212
942.273803711,3770312
942.194580078,3770412
930.831420898,3770512
943.329650879,3770612
999.149230957,3770712
1011.0032959,3770812
1050.90844727,3770912
1050.90576172,3771012
996.328491211,3771112
1122.98461914,3771212
1099.7532959,3771312
1040.50732422,3771412
1041.56481934,3771512
1058.93310547,3771612
1088.61950684,3771712
1134.40966797,3771812
1150.29748535,3771912
1224.61767578,3772012
1194.28845215,3772112
1143.93847656,3772212
1198.91125488,3772312
1183.4576416,3772412
1231.13012695,3772512
1172.55932617,3772612
1216.02148438,3772712
1211.61181641,3772812
1164.42211914,3772912
1106.20385742,3773012
1106.53234863,3773112
1116.07727051,3773212
1212.70825195,3773312
1165.36486816,3773412
1208.95031738,3773512
1275.51538086,3773612
1151.28710938,3773712
1210.01660156,3773812
1177.99572754,3773912
1158.2890625,3774012
1242.27124023,3774112
1233.22851562,3774212
1215.52307129,3774312
1226.63818359,3774412
1273.50683594,3774512
1265.27148438,3774612
1268.12145996,3774712
1229.7890625,3774812
1314.89135742,3774912
1258.29833984,3775012
1254.42871094,3775112
1251.93261719,3775212
1245.38134766,3775312
1268.56604004,3775412
1258.38977051,3775512
1271.90429688,3775612
1248.71130371,3775712
1229.91015625,3775812
1269.02124023,3775912
1248.1105957,3776012
1293.60791016,3776112
1260.85888672,3776212
1152.50964355,3776312
1184.60742188,3776412
1379.65869141,3776512
1174.52075195,3776612
1197.73583984,3776712
1310.72912598,3776812
1407.92333984,3776912
1330.82836914,3777012
1407.25842285,3777112
1274.17028809,3777212
1336.21801758,3777312
1267.25085449,3777412
1333.71728516,3777512
1369.67114258,3777612
1386.98571777,3777712
1352.85595703,3777812
1302.18347168,3777912
1311.5736084,3778012
1322.39770508,3778112
1259.07019043,3778212
1422.86071777,3778312
1400.97570801,3778412
1410.90600586,3778512
1358.08105469,3778612
1359.53063965,3778712
1395.29443359,3778812
1385.51574707,3778912
1412.13293457,3779012
1337.66223145,3779112
1397.48022461,3779212
1468.72998047,3779312
1414.18005371,3779412
1396.71765137,3779512
1399.46313477,3779612
1368.8729248,3779712
1408.57287598,3779812
1377.98803711,3779912
1381.00292969,3780012
1394.2331543,3780112
1443.68017578,3780212
1468.63977051,3780312
1534.35778809,3780412
1462.57336426,3780512
1520.4708252,3780612
1497.94091797,3780712
1533.98400879,3780812
1498.22888184,3780912
1528.30859375,3781012
1518.45324707,3781112
1495.60083008,3781212
1433.13916016,3781312
1443.83435059,3781412
1438.13317871,3781512
1495.59277344,3781612
1506.14538574,3781712
1501.03930664,3781812
1520.65759277,3781912
1530.19848633,3782012
1509.34570312,3782112
1522.05847168,3782212
1496.53015137,3782312
1552.27331543,3782412
1594.09289551,3782512
1526.9465332,3782612
1529.95581055,3782712
1530.64013672,3782812
1487.26086426,3782912
1506.96972656,3783012
1535.56103516,3783112
1502.73303223,3783212
1481.76977539,3783312
1545.36193848,3783412
1565.8684082,3783512
1513.77819824,3783612
1491.89477539,3783712
1531.22094727,3783812
1428.92114258,3783912
1452.46862793,3784012
1429.0748291,3784112
1489.86218262,3784212
1435.08630371,3784312
1516.19665527,3784412
1451.85620117,3784512
1435.00317383,3784612
1488.59875488,3784712
1536.46008301,3784812
1503.07299805,3784912
1501.87231445,3785012
1499.88952637,3785112
1421.23376465,3785212
1461.51306152,3785312
1461.95202637,3785412
1499.37121582,3785512
1500.48535156,3785612
1555.6829834,3785712
1494.96606445,3785812
1460.40380859,3785912
1497.76342773,3786012
1458.90710449,3786112
1445.61462402,3786212
1520.58996582,3786312
1415.59008789,3786412
1446.2401123,3786512
1442.24658203,3786612
1376.33898926,3786712
1446.22033691,3786812
1586.17541504,3786912
1442.5032959,3787012
1370.31762695,3787112
1409.23461914,3787212
1351.26281738,3787312
1352.47961426,3787412
1296.45349121,3787512
1384.50085449,3787612
1442.40795898,3787712
1328.46350098,3787812
1387.68518066,3787912
1328.95397949,3788012
1389.01647949,3788112
1378.01049805,3788212
1350.66833496,3788312
1382.59997559,3788412
1403.04528809,3788512
1441.71948242,3788612
1445.56896973,3788712
1298.45483398,3788812
1399.36950684,3788912
1314.68554688,3789012
1347.79443359,3789112
1320.19555664,3789212
1340.15112305,3789312
1343.50915527,3789412
1339.5378418,3789512
1315.91723633,3789612
1315.18054199,3789712
1345.76171875,3789812
1310.45629883,3789912
1276.12182617,3790012
1335.2755127,3790112
1363.77453613,3790212
1258.89477539,3790312
1228.6796875,3790412
1123.9798584,3790512
1153.79736328,3790612
1241.55200195,3790712
1271.53686523,3790812
1266.26403809,3790912
1251.79724121,3791012
1255.78063965,3791112
1197.0189209,3791212
1299.51245117,3791312
1274.02062988,3791412
1296.8170166,3791512
1249.52575684,3791612
1216.17663574,3791712
1182.49475098,3791812
1296.05554199,3791912
1308.17285156,3792012
1292.51794434,3792112
1278.05859375,3792212
1226.90209961,3792312
1235.16442871,3792412
1264.38696289,3792512
1289.4642334,3792612
1135.7355957,3792712
1311.1895752,3792812
1138.31933594,3792912
1184.79125977,3793012
1173.96325684,3793112
1151.56140137,3793212
1192.8684082,3793312
1145.23583984,3793412
1079.56884766,3793512
1081.04064941,3793612
1099.34069824,3793712
1084.03625488,3793812
1101.2923584,3793912
1083.76416016,3794012
1092.14318848,3794112
1010.98510742,3794212
1046.40100098,3794312
1057.42907715,3794412
1098.77087402,3794512
941.248657227,3794612
999.278442383,3794712
1005.03027344,3794812
994.816650391,3794912
1016.1786499,3795012
1020.3928833,3795112
1060.27038574,3795212
1018.48535156,3795312
1100.18859863,3795412
1041.65771484,3795512
1072.47021484,3795612
979.450622559,3795712
1031.27844238,3795812
1134.4609375,3795912
1055.94335938,3796012
1023.16870117,3796112
1014.24957275,3796212
1120.89025879,3796312
1053.87463379,3796412
969.125549316,3796512
877.344116211,3796612
937.667907715,3796712
986.409057617,3796812
1013.94989014,3796912
1060.68200684,3797012
1055.33068848,3797112
867.032165527,3797212
991.217956543,3797312
981.748413086,3797412
1086.37561035,3797512
1132.67126465,3797612
1062.34973145,3797712
1046.05175781,3797812
1056.42016602,3797912
946.667114258,3798012
944.389648438,3798112
1078.56481934,3798212
975.032043457,3798312
989.493469238,3798412
1028.22875977,3798512
992.247558594,3798612
990.566162109,3798712
977.422363281,3798812
991.436035156,3798912
942.04675293,3799012
964.490112305,3799112
1042.63110352,3799212
1048.4251709,3799312
990.70098877,3799412
1011.79541016,3799512
1016.77258301,3799612
960.555236816,3799712
886.997192383,3799812
984.970703125,3799912
910.785827637,3800012
963.602478027,3800112
987.658691406,3800212
994.98223877,3800312
841.770202637,3800412
825.704650879,3800512
771.904174805,3800612
795.830566406,3800712
883.09375,3800812
930.032226562,3800912
822.879943848,3801012
960.968994141,3801112
992.198608398,3801212
999.581726074,3801312
985.646179199,3801412
846.566467285,3801512
818.168701172,3801612
878.033325195,3801712
1087.83154297,3801812
1021.74060059,3801912
870.459960938,3802012
1009.10198975,3802112
1043.47351074,3802212
1062.08679199,3802312
1035.11682129,3802412
1075.89819336,3802512
1116.11364746,3802612
939.508544922,3802712
1018.21356201,3802812
1060.67456055,3802912
1023.77246094,3803012
1085.47692871,3803112
1111.07434082,3803212
1013.61968994,3803312
989.151367188,3803412
1032.02856445,3803512
1034.99450684,3803612
1050.18652344,3803712
1052.4666748,3803812
1075.29370117,3803912
1062.99841309,3804012
1027.0657959,3804112
1047.52587891,3804212
1054.26806641,3804312
1039.62133789,3804412
925.83026123,3804512
917.420715332,3804612
1037.37487793,3804712
1020.36413574,3804812
947.11126709,3804912
984.546447754,3805012
1086.69543457,3805112
1022.68011475,3805212
993.124389648,3805312
1060.97021484,3805412
952.902648926,3805512
902.448364258,3805612
954.841003418,3805712
1000.09155273,3805812
1073.30761719,3805912
1085.28491211,3806012
1041.28918457,3806112
1097.20959473,3806212
1104.87145996,3806312
1113.88964844,3806412
1106.73779297,3806512
1119.4375,3806612
1070.02197266,3806712
1017.84716797,3806812
956.64440918,3806912
998.114746094,3807012
969.573852539,3807112
979.009094238,3807212
1027.62927246,3807312
1040.85559082,3807412
1060.27001953,3807512
1092.12255859,3807612
1149.86425781,3807712
1203.88183594,3807812
1195.83312988,3807912
1187.43249512,3808012
1140.62805176,3808112
1177.77062988,3808212
1153.76269531,3808312
1070.24353027,3808412
1116.1229248,3808512
1142.71508789,3808612
1117.10192871,3808712
1199.64855957,3808812
1107.34362793,3808912
1019.85284424,3809012
1029.12939453,3809112
1172.55432129,3809212
1103.92321777,3809312
1039.90270996,3809412
1128.17358398,3809512
1190.49194336,3809612
1167.74731445,3809712
1176.40270996,3809812
1220.96276855,3809912
1194.07885742,3810012
1233.12365723,3810112
1199.06298828,3810212
1134.50378418,3810312
1221.82421875,3810412
1256.53100586,3810512
1207.19763184,3810612
1209.21154785,3810712
1183.09606934,3810812
1163.77380371,3810912
1182.90393066,3811012
1371.88757324,3811112
1246.15368652,3811212
1220.17456055,3811312
1224.94006348,3811412
1208.00268555,3811512
1236.58056641,3811612
1217.82055664,3811712
1197.71984863,3811812
1172.71557617,3811912
1191.93896484,3812012
1215.88989258,3812112
1228.56896973,3812212
1264.90539551,3812312
1297.60534668,3812412
1281.86364746,3812512
1371.54785156,3812612
1261.03222656,3812712
1268.94958496,3812812
1361.57580566,3812912
1396.15966797,3813012
1290.82910156,3813112
1330.54833984,3813212
1344.86352539,3813312
1336.33276367,3813412
1353.13623047,3813512
1330.72631836,3813612
1287.0723877,3813712
1357.04785156,3813812
1377.12084961,3813912
1402.00390625,3814012
1387.04248047,3814112
1331.86816406,3814212
1392.97131348,3814312
1434.67956543,3814412
1364.37792969,3814512
1369.27429199,3814612
1415.08740234,3814712
1347.97070312,3814812
1340.14953613,3814912
1346.18615723,3815012
1300.16955566,3815112
1294.7845459,3815212
1297.11376953,3815312
1386.46240234,3815412
1292.74084473,3815512
1347.16625977,3815612
1310.57495117,3815712
1328.9765625,3815812
1337.54931641,3815912
1368.36047363,3816012
1320.69287109,3816112
1365.22790527,3816212
1358.86279297,3816312
1383.53808594,3816412
1409.81433105,3816512
1364.40844727,3816612
1387.09118652,3816712
1381.98620605,3816812
1465.2623291,3816912
1534.77893066,3817012
1564.34924316,3817112
1469.94726562,3817212
1444.42858887,3817312
1458.12194824,3817412
1345.046875,3817512
1352.11450195,3817612
1482.6619873,3817712
1501.13171387,3817812
1606.84106445,3817912
1479.94104004,3818012
1409.19848633,3818112
1499.90588379,3818212
1462.93078613,3818312
1526.83569336,3818412
1474.65869141,3818512
1756.43847656,3818612
1426.69396973,3818712
1466.42370605,3818812
1507.31872559,3818912
1549.3894043,3819012
1521.42150879,3819112
1487.40710449,3819212
1538.36694336,3819312
1499.33166504,3819412
1516.23400879,3819512
1542.42248535,3819612
1463.03955078,3819712
1530.25158691,3819812
1506.81689453,3819912
1590.09338379,3820012
1477.38952637,3820112
1467.06396484,3820212
1477.60144043,3820312
1574.84033203,3820412
1515.88146973,3820512
1569.37133789,3820612
1500.86486816,3820712
1486.82006836,3820812
1473.32287598,3820912
1513.64221191,3821012
1460.31506348,3821112
1409.51635742,3821212
1400.5423584,3821312
1402.94177246,3821412
1427.1628418,3821512
1418.35266113,3821612
1400.05285645,3821712
1396.54736328,3821812
1456.47045898,3821912
1421.25866699,3822012
1430.58410645,3822112
1437.06274414,3822212
1514.4675293,3822312
1467.57897949,3822412
1453.51086426,3822512
1519.47302246,3822612
1477.48046875,3822712
1435.07080078,3822812
1424.68981934,3822912
1415.97021484,3823012
1396.73657227,3823112
1447.57019043,3823212
1474.76306152,3823312
1480.84887695,3823412
1481.40454102,3823512
1406.7322998,3823612
1394.50683594,3823712
1402.95251465,3823812
1400.3782959,3823912
1434.98791504,3824012
1390.49975586,3824112
1432.97705078,3824212
1353.29772949,3824312
1401.36181641,3824412
1427.92456055,3824512
1438.72155762,3824612
1412.97058105,3824712
1397.04736328,3824812
1420.24682617,3824912
1320.08215332,3825012
1371.74621582,3825112
1360.29614258,3825212
1301.41699219,3825312
1366.9375,3825412
1390.60839844,3825512
1244.96496582,3825612
1358.99194336,3825712
1419.59436035,3825812
1394.74694824,3825912
1378.62072754,3826012
1358.46740723,3826112
1356.20825195,3826212
1366.32519531,3826312
1254.43103027,3826412
1360.33935547,3826512
1278.52563477,3826612
1253.97436523,3826712
1311.50830078,3826812
1268.61889648,3826912
1269.28857422,3827012
1162.91906738,3827112
1225.97277832,3827212
1273.61242676,3827312
1222.0402832,3827412
1213.79980469,3827512
1267.49389648,3827612
1284.91601562,3827712
1290.99523926,3827812
1234.2689209,3827912
1255.88000488,3828012
1162.76489258,3828112
1249.11584473,3828212
1312.77575684,3828312
1172.89379883,3828412
1256.23828125,3828512
1244.0625,3828612
1285.57043457,3828712
1139.28869629,3828812
1216.98840332,3828912
1261.55957031,3829012
1257.265625,3829112
1277.93371582,3829212
1271.60009766,3829312
1177.41149902,3829412
1161.83203125,3829512
1143.10668945,3829612
1195.40600586,3829712
1176.90576172,3829812
1171.99133301,3829912
1135.95837402,3830012
1087.63818359,3830112
1127.49951172,3830212
1027.45703125,3830312
1013.38098145,3830412
1030.5345459,3830512
1070.96313477,3830612
1025.79992676,3830712
1021.90368652,3830812
1016.6206665,3830912
974.210144043,3831012
983.539794922,3831112
1010.41619873,3831212
1099.0279541,3831312
999.491271973,3831412
992.431274414,3831512
965.923950195,3831612
994.939086914,3831712
947.140136719,3831812
935.172973633,3831912
950.184020996,3832012
938.024841309,3832112
1024.63183594,3832212
955.894897461,3832312
966.279907227,3832412
1054.73681641,3832512
974.143066406,3832612
1113.70996094,3832712
1039.48999023,3832812
986.343811035,3832912
1137.1427002,3833012
1143.86022949,3833112
1088.95324707,3833212
977.229553223,3833312
1038.7199707,3833412
999.282958984,3833512
968.921203613,3833612
1002.05725098,3833712
1081.38085938,3833812
1095.58862305,3833912
1068.77282715,3834012
1063.97802734,3834112
1208.39343262,3834212
1167.88574219,3834312
1042.98901367,3834412
928.434020996,3834512
888.322021484,3834612
777.845275879,3834712
793.351318359,3834812
921.327636719,3834912
972.31237793,3835012
1047.46777344,3835112
1065.91833496,3835212
983.911010742,3835312
915.886657715,3835412
887.062927246,3835512
988.774414062,3835612
919.098571777,3835712
970.162109375,3835812
1005.72436523,3835912
950.818725586,3836012
994.790588379,3836112
982.117614746,3836212
1020.84979248,3836312
1037.01098633,3836412
963.972961426,3836512
1030.78320312,3836612
948.309204102,3836712
942.748779297,3836812
927.551940918,3836912
825.160095215,3837012
857.123718262,3837112
744.683044434,3837212
727.510742188,3837312
840.774475098,3837412
918.627258301,3837512
927.057678223,3837612
937.556030273,3837712
914.407897949,3837812
955.436767578,3837912
898.700683594,3838012
837.917480469,3838112
828.895019531,3838212
817.698364258,3838312
853.419250488,3838412
744.773742676,3838512
847.184936523,3838612
822.401062012,3838712
806.679077148,3838812
897.544189453,3838912
896.133850098,3839012
985.897644043,3839112
858.157897949,3839212
778.799865723,3839312
869.020812988,3839412
931.752441406,3839512
835.932189941,3839612
814.665222168,3839712
907.483337402,3839812
943.909729004,3839912
986.733703613,3840012
1023.87402344,3840112
1015.15551758,3840212
909.06060791,3840312
1062.89538574,3840412
1066.69226074,3840512
1059.47912598,3840612
979.602966309,3840712
1022.71990967,3840812
931.217285156,3840912
1087.85412598,3841012
1077.53186035,3841112
1050.91357422,3841212
1049.84680176,3841312
1043.90576172,3841412
1041.25170898,3841512
1110.05944824,3841612
1095.80639648,3841712
1099.60498047,3841812
1012.41888428,3841912
1012.65222168,3842012
958.469909668,3842112
941.259277344,3842212
907.253967285,3842312
907.127990723,3842412
915.778686523,3842512
918.469421387,3842612
992.432556152,3842712
1065.18688965,3842812
988.409362793,3842912
1041.28137207,3843012
990.135559082,3843112
922.395263672,3843212
1131.85083008,3843312
1077.32446289,3843412
1006.27026367,3843512
1128.14648438,3843612
1075.73254395,3843712
1143.66503906,3843812
1108.03564453,3843912
1070.49816895,3844012
1141.22631836,3844112
1063.23474121,3844212
987.516357422,3844312
1151.77600098,3844412
1032.71325684,3844512
1050.10461426,3844612
1109.61132812,3844712
1162.63330078,3844812
1178.48876953,3844912
1188.16308594,3845012
1294.07873535,3845112
1162.10839844,3845212
1169.89624023,3845312
1131.7286377,3845412
1191.25952148,3845512
1141.41088867,3845612
1093.22766113,3845712
1094.16442871,3845812
1091.10107422,3845912
1089.14221191,3846012
1093.43786621,3846112
1084.13122559,3846212
1100.25927734,3846312
1132.91186523,3846412
1217.86865234,3846512
1184.87109375,3846612
1156.7644043,3846712
1106.94787598,3846812
1187.89306641,3846912
1254.72827148,3847012
1180.65612793,3847112
1102.35913086,3847212
1282.296875,3847312
1345.06933594,3847412
1210.77429199,3847512
1208.52612305,3847612
1242.43505859,3847712
1199.35583496,3847812
1290.58825684,3847912
1228.32727051,3848012
1248.29602051,3848112
1302.00927734,3848212
1257.94311523,3848312
1184.60998535,3848412
1217.1751709,3848512
1172.11352539,3848612
1263.63989258,3848712
1222.39416504,3848812
1237.35070801,3848912
1216.11755371,3849012
1187.98803711,3849112
1241.58044434,3849212
1314.26879883,3849312
1275.67736816,3849412
1305.78125,3849512
1213.04980469,3849612
1227.48999023,3849712
1284.70788574,3849812
1271.28613281,3849912
1274.02526855,3850012
1266.65795898,3850112
1346.10742188,3850212
1329.31677246,3850312
1357.86120605,3850412
1313.90466309,3850512
1411.33569336,3850612
1461.17431641,3850712
1336.49902344,3850812
1313.7668457,3850912
1323.55883789,3851012
1347.95166016,3851112
1352.76745605,3851212
1368.67175293,3851312
1507.13098145,3851412
1413.07995605,3851512
1405.20422363,3851612
1419.55114746,3851712
1335.69836426,3851812
1389.1673584,3851912
1359.25830078,3852012
1276.25610352,3852112
1345.77282715,3852212
1398.87878418,3852312
1363.17895508,3852412
1336.30761719,3852512
1414.1315918,3852612
1407.71716309,3852712
1484.92700195,3852812
1426.51184082,3852912
1471.36047363,3853012
1391.1081543,3853112
1527.89892578,3853212
1626.59460449,3853312
1540.40783691,3853412
1511.76525879,3853512
1539.22106934,3853612
1443.79272461,3853712
1459.95959473,3853812
1494.29589844,3853912
1405.8840332,3854012
1378.36987305,3854112
1514.75085449,3854212
1586.04541016,3854312
1491.80249023,3854412
1470.58862305,3854512
1435.59362793,3854612
1498.20739746,3854712
1509.38916016,3854812
1503.55480957,3854912
1477.45019531,3855012
1506.61010742,3855112
1547.03930664,3855212
1445.50646973,3855312
1455.4864502,3855412
1474.43017578,3855512
